thrust,24510.569739239567
time,26.388344023416547
impulse,646793.3464889969
rho_ox,1177.0578251674194
rho_fuel,843.4232622292875
pc,2068428.0
pinj,2116066.968891869
pe,68947.6
g,9.81
rm,3.524453151938709
phi,1.069046734357722
at,0.008788806972506415
rt,0.05289200456694587
cr,4.325192869882114
rc,0.1100000204641674
ac,0.03801328525225496
l_star,1.016
mol_weight,24.241287720577137
gamma,1.144915544436676
gamma_exit,1.230195657624848
gamma_throat,1.148983365393084
isp,202.2849709303887
temp_c,2906.8227658351084
rg,(0.34296857889041465,)
pr_throat,0.5264137001590087
rho_throat,1.2637556346571495
temp_e,1771.3098148333665
v_exit,2320.1349450976086
a_exit,853.8195121420739
mach_exit,2.7173599479787276
temp_throat,2734.7075086054615
p_throat,3639867.9238594887
v_throat,1033.7624582135427
mdot,12.35153068423699
mdot_ox,9.62158072797666
mdot_fuel,2.7299499562603295
er,4.839656448399611
cstar,1409.5392400137887
cf,1.3482892505314394
c_eff,None
rho_av,None
vc,None
theta_con,None
lc,0.2401485024199332
theta_div,None
ln_conical,0.2452148588176531
ln_bell,None
throat_radius_curvature,0.0508
ae,0.04253480633823014
re,0.11635828017108028
nv,None
nvstar,None
nf,None
nw,None
fuelname,Ethanol_75
oxname,N2O
CEA,<rocketcea.cea_obj_w_units.CEA_Obj object at 0x7fd8fcefedc0>
pambient,101352.972
cf_efficiency,0.95
isp_efficiency,0.9
thetac,0.6108652381980153
thetai,None
thetae,None
kin_visc_fuel,1.3639349612276431e-06
kin_visc_ox,5.4758906383056096e-08
dyn_visc_fuel,0.0011503744744671956
dyn_visc_ox,6.445439925578633e-05
P_tank_ox,None
P_tank_fuel,None
numengines,None
propmass,325.93644091143125
lstar,1.24
dp,[1034214.0, 1034214.0]
prns,0.49831981307490925
viscosityns,9.816182310165788e-07
cpns,3908.8184929470535
